Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, Крышка (Пурпурный цемент)
thermaldynamics:cover:0, Крышка (Голубой цемент)
thermaldynamics:cover:0, Крышка (Жёлтый цемент)
thermaldynamics:cover:0, Крышка (Лаймовый цемент)
thermaldynamics:cover:0, Крышка (Розовый цемент)
thermaldynamics:cover:0, Крышка (Серый цемент)
thermaldynamics:cover:0, Крышка (Светло-серый цемент)
thermaldynamics:cover:0, Крышка (Бирюзовый цемент)
thermaldynamics:cover:0, Крышка (Фиолетовый цемент)
thermaldynamics:cover:0, Крышка (Синий цемент)
thermaldynamics:cover:0, Крышка (Коричневый цемент)
thermaldynamics:cover:0, Крышка (Зелёный цемент)
thermaldynamics:cover:0, Крышка (Красный цемент)
thermaldynamics:cover:0, Крышка (Чёрный цемент)
thermaldynamics:cover:0, Крышка (Базальт)
thermaldynamics:cover:0, Крышка (Медная руда)
thermaldynamics:cover:0, Крышка (Свинцовая руда)
thermaldynamics:cover:0, Крышка (Оловянная руда)
thermaldynamics:cover:0, Крышка (Урановая руда)
thermaldynamics:cover:0, Крышка (Бронзовый блок)
thermaldynamics:cover:0, Крышка (Медный блок)
thermaldynamics:cover:0, Крышка (Свинцовый блок)
thermaldynamics:cover:0, Крышка (Стальной блок)
thermaldynamics:cover:0, Крышка (Оловянный блок)
thermaldynamics:cover:0, Крышка (Урановый блок)
thermaldynamics:cover:0, Крышка (Укреплённый камень)
thermaldynamics:cover:0, Крышка (Базовый корпус машины)
thermaldynamics:cover:0, Крышка (Улучшенный корпус машины)
thermaldynamics:cover:0, Крышка (Реакторный корпус)
thermaldynamics:cover:0, Крышка (Серебряный блок)
thermaldynamics:cover:0, Крышка (Листва гевеи)
thermaldynamics:cover:0, Крышка (Древесина гевеи)
thermaldynamics:cover:0, Крышка (Саженец гевеи)
thermaldynamics:cover:0, Крышка (Леса)
thermaldynamics:cover:0, Крышка (Укреплённые леса)
thermaldynamics:cover:0, Крышка (Железные леса)
thermaldynamics:cover:0, Крышка (Укреплённые железные леса)
thermaldynamics:cover:0, Крышка (Железный забор)
thermaldynamics:cover:0, Крышка (Латексный лист)
thermaldynamics:cover:0, Крышка (Резиновый лист)
thermaldynamics:cover:0, Крышка (Шерстяной лист)
thermaldynamics:cover:0, Крышка (Укреплённое стекло)
thermaldynamics:cover:0, Крышка (Строительная пена)
thermaldynamics:cover:0, Крышка (Укреплённая строительная пена)
thermaldynamics:cover:0, Крышка (Чёрный пенобетон)
thermaldynamics:cover:0, Крышка (Синий пенобетон)
thermaldynamics:cover:0, Крышка (Коричневый пенобетон)
thermaldynamics:cover:0, Крышка (Бирюзовый пенобетон)
thermaldynamics:cover:0, Крышка (Серый пенобетон)
thermaldynamics:cover:0, Крышка (Зелёный пенобетон)
thermaldynamics:cover:0, Крышка (Голубой пенобетон)
thermaldynamics:cover:0, Крышка (Светло-серый пенобетон)
thermaldynamics:cover:0, Крышка (Лаймовый пенобетон)
thermaldynamics:cover:0, Крышка (Сиреневый пенобетон)
thermaldynamics:cover:0, Крышка (Оранжевый пенобетон)
thermaldynamics:cover:0, Крышка (Розовый пенобетон)
thermaldynamics:cover:0, Крышка (Фиолетовый пенобетон)
thermaldynamics:cover:0, Крышка (Красный пенобетон)
thermaldynamics:cover:0, Крышка (Белый пенобетон)
thermaldynamics:cover:0, Крышка (Жёлтый пенобетон)
thermaldynamics:cover:0, Крышка (Буровая труба)
thermaldynamics:cover:0, Крышка (Укреплённая дверь)
thermaldynamics:cover:0, Крышка (Огнеупорные кирпичи)
thermaldynamics:cover:0, Крышка (Жидкая материя)
thermaldynamics:cover:0, Крышка (Жидкая строительная пена)
thermaldynamics:cover:0, Крышка (Хладагент)
thermaldynamics:cover:0, Крышка (Креозот)
thermaldynamics:cover:0, Крышка (Горячий хладагент)
thermaldynamics:cover:0, Крышка (Базальтовая лава)
thermaldynamics:cover:0, Крышка (Жидкая биомасса)
thermaldynamics:cover:0, Крышка (Биогаз)
thermaldynamics:cover:0, Крышка (Дистиллированная вода)
thermaldynamics:cover:0, Крышка (Перегретый пар)
thermaldynamics:cover:0, Крышка (Пар)
thermaldynamics:cover:0, Крышка (Тёплая вода)
thermaldynamics:cover:0, Крышка (Пестицид)
thermaldynamics:cover:0, Крышка (Воздух)
thermaldynamics:cover:0, Крышка (Водород)
thermaldynamics:cover:0, Крышка (Кислород)
thermaldynamics:cover:0, Крышка (Тяжёлая вода)
thermaldynamics:cover:0, Крышка (Milk)
thermaldynamics:cover:0, Крышка (Каменная плита)
thermaldynamics:cover:0, Крышка (Медная руда)
thermaldynamics:cover:0, Крышка (Оловянная руда)
thermaldynamics:cover:0, Крышка (Серебряная руда)
thermaldynamics:cover:0, Крышка (Свинцовая руда)
thermaldynamics:cover:0, Крышка (Алюминиевая руда)
thermaldynamics:cover:0, Крышка (Никелевая руда)
thermaldynamics:cover:0, Крышка (Платиновая руда)
thermaldynamics:cover:0, Крышка (Иридиевая руда)
thermaldynamics:cover:0, Крышка (Мифриловая руда)
thermaldynamics:cover:0, Крышка (Нефтяной песок)
thermaldynamics:cover:0, Крышка (Нефтяной сланец)
thermaldynamics:cover:0, Крышка (Руда дестабилизированного красного камня)
thermaldynamics:cover:0, Крышка (Заряженный адский камень нижнего мира)
thermaldynamics:cover:0, Крышка (Резонирующий эндерняк)
thermaldynamics:cover:0, Крышка (Нефтяной песок)
thermaldynamics:cover:0, Крышка (Медный блок)
thermaldynamics:cover:0, Крышка (Оловянный блок)
thermaldynamics:cover:0, Крышка (Серебряный блок)
thermaldynamics:cover:0, Крышка (Свинцовый блок)
thermaldynamics:cover:0, Крышка (Алюминиевый блок)
thermaldynamics:cover:0, Крышка (Никелевый блок)
thermaldynamics:cover:0, Крышка (Платиновый блок)
thermaldynamics:cover:0, Крышка (Иридиевый блок)
thermaldynamics:cover:0, Крышка (Мифриловый блок)
thermaldynamics:cover:0, Крышка (Стальные блок)
thermaldynamics:cover:0, Крышка (Электрумовый блок)
thermaldynamics:cover:0, Крышка (Инваровый блок)
thermaldynamics:cover:0, Крышка (Бронзовый блок)
thermaldynamics:cover:0, Крышка (Константановый блок)
thermaldynamics:cover:0, Крышка (Синаловый блок)
thermaldynamics:cover:0, Крышка (Ламиумовый блок)
thermaldynamics:cover:0, Крышка (Блок эндериума)
thermaldynamics:cover:0, Крышка (Угольный блок)
